Sex,Age,Education,Food,MeanConsumption_total,5PercentileConsumption,50PercentileConsuption,95PercentileConsumption,ConsumptionDays,MeanConsumptiononConsumptionDays,5percentileConsumptiondays,50percentileConsumptiondays,95percentileConsumptiondays
Male,1 to 18 years,Education: higher,110100. Unclassified and other types,0.0,0.0,0.0,0.0,0.1,27.0,27.0,27.0,27.0
Female,1 to 18 years,Education: higher,110100. Unclassified and other types,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: higher,110100. Unclassified and other types,0.0,0.0,0.0,0.0,0.1,26.2,6.0,6.0,120.0
Male,19 to 79 years,Education: higher,110100. Unclassified and other types,0.0,0.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0
Female,19 to 79 years,Education: higher,110100. Unclassified and other types,0.0,0.0,0.0,0.0,0.2,6.0,6.0,6.0,6.0
Total male and female,1 to 18 years,Education: lower,110101. Sugar,3.1,0.0,0.0,17.0,22.1,14.4,1.9,8.0,48.5
Male,1 to 18 years,Education: lower,110101. Sugar,3.2,0.0,0.0,17.0,16.6,20.0,1.8,11.0,71.5
Female,1 to 18 years,Education: lower,110101. Sugar,3.0,0.0,0.0,13.8,28.0,10.9,1.9,7.2,35.4
Total male and female,19 to 79 years,Education: lower,110101. Sugar,6.7,0.0,0.0,37.8,31.5,20.6,1.4,12.6,70.0
Male,19 to 79 years,Education: lower,110101. Sugar,8.2,0.0,0.0,40.4,37.0,21.8,1.8,14.4,72.0
Female,19 to 79 years,Education: lower,110101. Sugar,5.4,0.0,0.0,32.0,26.9,19.2,1.4,12.0,61.2
Total male and female,1 to 18 years,Education: intermediate,110101. Sugar,2.3,0.0,0.0,12.0,20.6,10.9,1.3,7.2,33.3
Male,1 to 18 years,Education: intermediate,110101. Sugar,2.5,0.0,0.0,12.5,19.1,12.8,1.8,7.2,48.0
Female,1 to 18 years,Education: intermediate,110101. Sugar,2.0,0.0,0.0,9.9,22.2,9.1,1.0,7.2,28.8
Total male and female,19 to 79 years,Education: intermediate,110101. Sugar,6.3,0.0,0.0,29.0,32.4,19.6,3.0,12.2,50.0
Male,19 to 79 years,Education: intermediate,110101. Sugar,7.8,0.0,0.0,36.0,36.9,21.3,3.6,14.4,50.4
Female,19 to 79 years,Education: intermediate,110101. Sugar,4.8,0.0,0.0,24.0,27.6,17.1,1.8,10.8,42.3
Total male and female,1 to 18 years,Education: higher,110101. Sugar,1.6,0.0,0.0,9.0,17.4,9.0,1.0,6.0,25.1
Male,1 to 18 years,Education: higher,110101. Sugar,1.6,0.0,0.0,9.0,17.3,9.0,1.0,7.2,24.8
Female,1 to 18 years,Education: higher,110101. Sugar,1.6,0.0,0.0,8.5,17.5,9.0,1.0,5.4,27.2
Total male and female,19 to 79 years,Education: higher,110101. Sugar,2.7,0.0,0.0,17.5,22.1,12.2,1.8,8.0,35.0
Male,19 to 79 years,Education: higher,110101. Sugar,3.9,0.0,0.0,24.0,26.2,14.7,2.3,10.8,43.2
Female,19 to 79 years,Education: higher,110101. Sugar,1.5,0.0,0.0,11.2,17.8,8.4,1.0,5.4,22.8
Total male and female,1 to 18 years,Education: lower,110102. Jam,1.6,0.0,0.0,14.9,5.0,33.8,5.4,38.6,59.7
Male,1 to 18 years,Education: lower,110102. Jam,1.2,0.0,0.0,14.9,4.7,28.8,5.4,29.8,59.7
Female,1 to 18 years,Education: lower,110102. Jam,2.1,0.0,0.0,19.3,5.4,38.5,21.7,40.4,59.7
Total male and female,19 to 79 years,Education: lower,110102. Jam,4.5,0.0,0.0,28.7,15.3,29.5,5.4,20.2,80.7
Male,19 to 79 years,Education: lower,110102. Jam,4.6,0.0,0.0,29.8,13.7,34.0,5.4,29.8,80.7
Female,19 to 79 years,Education: lower,110102. Jam,4.4,0.0,0.0,25.9,16.6,26.4,5.2,19.3,62.8
Total male and female,1 to 18 years,Education: intermediate,110102. Jam,1.7,0.0,0.0,10.5,6.9,24.5,5.4,18.6,59.7
Male,1 to 18 years,Education: intermediate,110102. Jam,1.6,0.0,0.0,12.3,7.3,21.6,5.4,17.3,49.1
Female,1 to 18 years,Education: intermediate,110102. Jam,1.8,0.0,0.0,10.1,6.6,27.8,5.4,19.3,69.4
Total male and female,19 to 79 years,Education: intermediate,110102. Jam,4.0,0.0,0.0,24.6,12.4,32.0,5.2,29.8,76.4
Male,19 to 79 years,Education: intermediate,110102. Jam,5.1,0.0,0.0,32.7,13.6,37.5,9.3,29.8,89.8
Female,19 to 79 years,Education: intermediate,110102. Jam,2.8,0.0,0.0,20.2,11.0,24.7,2.6,20.2,55.3
Total male and female,1 to 18 years,Education: higher,110102. Jam,2.5,0.0,0.0,15.6,9.9,25.2,5.4,19.3,59.7
Male,1 to 18 years,Education: higher,110102. Jam,2.7,0.0,0.0,19.3,9.8,27.2,5.4,19.3,59.7
Female,1 to 18 years,Education: higher,110102. Jam,2.3,0.0,0.0,14.9,9.9,23.1,5.4,19.3,50.5
Total male and female,19 to 79 years,Education: higher,110102. Jam,5.3,0.0,0.0,32.3,15.9,33.2,5.6,29.8,80.7
Male,19 to 79 years,Education: higher,110102. Jam,7.7,0.0,0.0,43.7,20.5,37.4,9.7,29.8,85.3
Female,19 to 79 years,Education: higher,110102. Jam,2.7,0.0,0.0,15.0,11.0,24.8,5.2,22.5,59.0
Total male and female,1 to 18 years,Education: lower,110103. Honey,0.2,0.0,0.0,0.0,2.1,8.7,2.0,5.7,25.6
Male,1 to 18 years,Education: lower,110103. Honey,0.2,0.0,0.0,1.0,2.4,6.3,2.0,3.3,17.0
Female,1 to 18 years,Education: lower,110103. Honey,0.2,0.0,0.0,0.0,1.8,12.0,5.7,5.7,25.6
Total male and female,19 to 79 years,Education: lower,110103. Honey,0.5,0.0,0.0,0.0,3.1,18.4,2.8,17.0,39.8
Male,19 to 79 years,Education: lower,110103. Honey,0.5,0.0,0.0,0.0,2.7,19.0,1.8,17.0,34.1
Female,19 to 79 years,Education: lower,110103. Honey,0.6,0.0,0.0,1.4,3.4,18.0,3.0,17.0,39.8
Total male and female,1 to 18 years,Education: intermediate,110103. Honey,0.3,0.0,0.0,0.5,3.3,8.2,0.7,5.7,19.6
Male,1 to 18 years,Education: intermediate,110103. Honey,0.2,0.0,0.0,0.0,2.7,6.0,1.0,5.7,11.4
Female,1 to 18 years,Education: intermediate,110103. Honey,0.4,0.0,0.0,1.4,4.0,9.8,0.5,8.3,19.6
Total male and female,19 to 79 years,Education: intermediate,110103. Honey,1.3,0.0,0.0,8.5,6.0,19.9,2.8,12.8,51.1
Male,19 to 79 years,Education: intermediate,110103. Honey,0.9,0.0,0.0,5.1,5.2,16.9,2.8,11.4,40.0
Female,19 to 79 years,Education: intermediate,110103. Honey,1.7,0.0,0.0,8.5,6.9,22.2,2.6,14.2,51.1
Total male and female,1 to 18 years,Education: higher,110103. Honey,0.5,0.0,0.0,3.2,5.4,9.1,1.6,6.3,28.4
Male,1 to 18 years,Education: higher,110103. Honey,0.5,0.0,0.0,3.2,5.5,9.1,1.8,6.3,28.4
Female,1 to 18 years,Education: higher,110103. Honey,0.5,0.0,0.0,3.2,5.3,9.0,1.4,5.7,31.9
Total male and female,19 to 79 years,Education: higher,110103. Honey,1.3,0.0,0.0,9.0,9.3,13.8,2.4,10.0,34.1
Male,19 to 79 years,Education: higher,110103. Honey,1.1,0.0,0.0,7.1,7.0,16.5,2.8,12.8,34.1
Female,19 to 79 years,Education: higher,110103. Honey,1.5,0.0,0.0,10.2,11.9,12.1,2.1,7.1,34.1
Total male and female,1 to 18 years,Education: lower,110104. Other sweet spreads,0.6,0.0,0.0,1.0,3.5,17.6,2.0,15.2,48.2
Male,1 to 18 years,Education: lower,110104. Other sweet spreads,0.3,0.0,0.0,0.0,1.2,22.0,2.9,15.2,48.2
Female,1 to 18 years,Education: lower,110104. Other sweet spreads,1.0,0.0,0.0,4.6,6.0,16.6,2.0,18.5,42.8
Total male and female,19 to 79 years,Education: lower,110104. Other sweet spreads,1.3,0.0,0.0,7.8,8.2,15.1,2.9,9.2,47.6
Male,19 to 79 years,Education: lower,110104. Other sweet spreads,1.4,0.0,0.0,4.6,5.5,24.5,3.4,9.2,168.0
Female,19 to 79 years,Education: lower,110104. Other sweet spreads,1.2,0.0,0.0,8.0,10.4,10.9,2.9,9.2,31.9
Total male and female,1 to 18 years,Education: intermediate,110104. Other sweet spreads,1.4,0.0,0.0,9.4,8.3,16.4,2.9,11.9,45.6
Male,1 to 18 years,Education: intermediate,110104. Other sweet spreads,1.7,0.0,0.0,12.5,9.9,17.0,3.0,12.5,47.5
Female,1 to 18 years,Education: intermediate,110104. Other sweet spreads,1.0,0.0,0.0,7.2,6.5,15.5,2.9,10.5,45.6
Total male and female,19 to 79 years,Education: intermediate,110104. Other sweet spreads,0.8,0.0,0.0,6.2,6.3,13.5,2.9,9.2,48.2
Male,19 to 79 years,Education: intermediate,110104. Other sweet spreads,0.9,0.0,0.0,6.2,6.0,14.7,2.9,12.5,59.7
Female,19 to 79 years,Education: intermediate,110104. Other sweet spreads,0.8,0.0,0.0,5.9,6.5,12.4,2.1,9.2,48.2
Total male and female,1 to 18 years,Education: higher,110104. Other sweet spreads,2.1,0.0,0.0,11.9,12.5,17.0,1.7,9.2,55.4
Male,1 to 18 years,Education: higher,110104. Other sweet spreads,2.6,0.0,0.0,14.2,13.2,19.8,1.7,9.2,71.4
Female,1 to 18 years,Education: higher,110104. Other sweet spreads,1.6,0.0,0.0,10.5,11.8,13.8,1.7,8.5,41.7
Total male and female,19 to 79 years,Education: higher,110104. Other sweet spreads,1.0,0.0,0.0,7.6,7.3,13.4,2.9,9.4,35.8
Male,19 to 79 years,Education: higher,110104. Other sweet spreads,1.0,0.0,0.0,7.6,7.9,12.4,2.9,9.2,35.8
Female,19 to 79 years,Education: higher,110104. Other sweet spreads,0.9,0.0,0.0,5.6,6.7,14.6,3.0,11.1,48.2
Total male and female,1 to 18 years,Education: lower,110105. Sweet sauce,0.2,0.0,0.0,0.0,1.4,15.7,2.5,15.0,34.4
Male,1 to 18 years,Education: lower,110105. Sweet sauce,0.1,0.0,0.0,0.0,1.5,8.2,2.5,2.5,15.0
Female,1 to 18 years,Education: lower,110105. Sweet sauce,0.3,0.0,0.0,0.0,1.3,24.6,8.0,30.0,34.4
Total male and female,19 to 79 years,Education: lower,110105. Sweet sauce,0.1,0.0,0.0,0.0,0.7,22.6,5.0,15.0,62.5
Male,19 to 79 years,Education: lower,110105. Sweet sauce,0.1,0.0,0.0,0.0,1.0,13.6,5.0,11.0,30.0
Female,19 to 79 years,Education: lower,110105. Sweet sauce,0.2,0.0,0.0,0.0,0.5,37.9,11.3,30.0,62.5
Total male and female,1 to 18 years,Education: intermediate,110105. Sweet sauce,0.1,0.0,0.0,0.0,0.5,12.9,2.5,7.0,45.0
Male,1 to 18 years,Education: intermediate,110105. Sweet sauce,0.0,0.0,0.0,0.0,0.3,10.9,3.4,15.0,15.0
Female,1 to 18 years,Education: intermediate,110105. Sweet sauce,0.1,0.0,0.0,0.0,0.8,13.6,2.5,5.0,45.0
Total male and female,19 to 79 years,Education: intermediate,110105. Sweet sauce,0.3,0.0,0.0,0.0,0.9,27.5,1.5,15.0,93.8
Male,19 to 79 years,Education: intermediate,110105. Sweet sauce,0.3,0.0,0.0,0.0,1.0,27.5,1.5,15.0,58.8
Female,19 to 79 years,Education: intermediate,110105. Sweet sauce,0.2,0.0,0.0,0.0,0.9,27.5,3.0,11.0,93.8
Total male and female,1 to 18 years,Education: higher,110105. Sweet sauce,0.1,0.0,0.0,0.0,0.8,16.4,1.0,11.3,72.0
Male,1 to 18 years,Education: higher,110105. Sweet sauce,0.1,0.0,0.0,0.0,0.6,16.5,1.3,12.0,45.0
Female,1 to 18 years,Education: higher,110105. Sweet sauce,0.1,0.0,0.0,0.0,0.9,16.4,1.0,10.0,72.0
Total male and female,19 to 79 years,Education: higher,110105. Sweet sauce,0.3,0.0,0.0,0.0,1.0,30.1,5.8,30.0,75.0
Male,19 to 79 years,Education: higher,110105. Sweet sauce,0.3,0.0,0.0,0.0,1.3,26.5,5.8,21.2,75.0
Female,19 to 79 years,Education: higher,110105. Sweet sauce,0.3,0.0,0.0,0.0,0.6,37.8,11.3,30.0,62.5
Total male and female,1 to 18 years,Education: lower,110106. Syrups (incl. can and beverages),0.7,0.0,0.0,0.9,3.4,22.7,1.7,15.0,78.1
Male,1 to 18 years,Education: lower,110106. Syrups (incl. can and beverages),1.3,0.0,0.0,7.5,5.1,27.0,9.0,18.0,78.1
Female,1 to 18 years,Education: lower,110106. Syrups (incl. can and beverages),0.1,0.0,0.0,0.0,1.5,7.8,1.7,5.0,15.0
Total male and female,19 to 79 years,Education: lower,110106. Syrups (incl. can and beverages),0.5,0.0,0.0,0.0,2.5,17.9,3.6,15.0,52.1
Male,19 to 79 years,Education: lower,110106. Syrups (incl. can and beverages),0.5,0.0,0.0,0.8,3.1,16.4,3.6,12.5,30.0
Female,19 to 79 years,Education: lower,110106. Syrups (incl. can and beverages),0.4,0.0,0.0,0.0,2.0,19.9,2.5,15.0,52.1
Total male and female,1 to 18 years,Education: intermediate,110106. Syrups (incl. can and beverages),0.9,0.0,0.0,1.3,3.4,24.6,2.4,15.0,150.0
Male,1 to 18 years,Education: intermediate,110106. Syrups (incl. can and beverages),1.3,0.0,0.0,6.8,4.4,28.4,6.3,15.0,150.0
Female,1 to 18 years,Education: intermediate,110106. Syrups (incl. can and beverages),0.4,0.0,0.0,0.0,2.4,17.1,1.3,9.0,37.5
Total male and female,19 to 79 years,Education: intermediate,110106. Syrups (incl. can and beverages),0.4,0.0,0.0,0.8,2.9,14.3,2.3,10.0,42.5
Male,19 to 79 years,Education: intermediate,110106. Syrups (incl. can and beverages),0.6,0.0,0.0,4.1,3.2,18.4,8.2,15.0,62.5
Female,19 to 79 years,Education: intermediate,110106. Syrups (incl. can and beverages),0.2,0.0,0.0,0.0,2.5,8.6,2.3,6.0,18.0
Total male and female,1 to 18 years,Education: higher,110106. Syrups (incl. can and beverages),0.6,0.0,0.0,2.4,3.6,16.5,2.4,9.0,45.0
Male,1 to 18 years,Education: higher,110106. Syrups (incl. can and beverages),0.7,0.0,0.0,1.2,3.1,22.8,2.5,10.0,125.0
Female,1 to 18 years,Education: higher,110106. Syrups (incl. can and beverages),0.5,0.0,0.0,3.8,4.1,11.5,2.3,9.0,25.0
Total male and female,19 to 79 years,Education: higher,110106. Syrups (incl. can and beverages),0.4,0.0,0.0,0.6,3.0,13.9,1.3,12.3,30.0
Male,19 to 79 years,Education: higher,110106. Syrups (incl. can and beverages),0.4,0.0,0.0,0.6,3.0,13.5,1.3,12.5,30.0
Female,19 to 79 years,Education: higher,110106. Syrups (incl. can and beverages),0.4,0.0,0.0,0.0,3.0,14.3,1.3,9.0,30.0
Total male and female,1 to 18 years,Education: lower,"1102. Chocolate,candy,paste,confetti",16.4,0.0,11.1,51.6,53.6,30.0,5.0,21.2,91.3
Male,1 to 18 years,Education: lower,"1102. Chocolate,candy,paste,confetti",17.4,0.0,13.2,49.4,56.7,30.0,5.0,20.0,91.3
Female,1 to 18 years,Education: lower,"1102. Chocolate,candy,paste,confetti",15.4,0.0,8.6,51.6,50.3,30.0,5.8,22.2,72.5
Total male and female,19 to 79 years,Education: lower,"1102. Chocolate,candy,paste,confetti",8.5,0.0,0.0,38.5,29.0,28.7,5.0,20.0,73.4
Male,19 to 79 years,Education: lower,"1102. Chocolate,candy,paste,confetti",9.8,0.0,0.0,50.0,31.3,31.2,7.0,23.1,100.0
Female,19 to 79 years,Education: lower,"1102. Chocolate,candy,paste,confetti",7.4,0.0,0.0,36.7,27.1,26.4,4.8,18.0,69.0
Total male and female,1 to 18 years,Education: intermediate,"1102. Chocolate,candy,paste,confetti",17.7,0.0,10.7,55.5,54.0,32.6,5.0,23.1,84.0
Male,1 to 18 years,Education: intermediate,"1102. Chocolate,candy,paste,confetti",19.8,0.0,12.2,68.4,55.5,35.6,5.6,24.0,90.5
Female,1 to 18 years,Education: intermediate,"1102. Chocolate,candy,paste,confetti",15.4,0.0,10.0,47.8,52.3,29.3,5.0,23.1,72.5
Total male and female,19 to 79 years,Education: intermediate,"1102. Chocolate,candy,paste,confetti",11.8,0.0,0.0,51.0,34.2,34.4,5.0,23.1,100.0
Male,19 to 79 years,Education: intermediate,"1102. Chocolate,candy,paste,confetti",13.6,0.0,2.4,55.0,35.6,38.2,5.0,26.7,105.0
Female,19 to 79 years,Education: intermediate,"1102. Chocolate,candy,paste,confetti",9.9,0.0,0.0,49.7,32.6,30.0,4.7,20.0,100.0
Total male and female,1 to 18 years,Education: higher,"1102. Chocolate,candy,paste,confetti",17.6,0.0,11.0,57.3,57.4,30.8,5.0,23.0,88.0
Male,1 to 18 years,Education: higher,"1102. Chocolate,candy,paste,confetti",19.2,0.0,12.2,62.2,58.5,33.1,5.0,24.5,92.2
Female,1 to 18 years,Education: higher,"1102. Chocolate,candy,paste,confetti",16.0,0.0,9.5,53.1,56.3,28.3,4.8,20.0,87.0
Total male and female,19 to 79 years,Education: higher,"1102. Chocolate,candy,paste,confetti",12.3,0.0,3.5,50.5,38.8,32.5,5.0,24.0,84.1
Male,19 to 79 years,Education: higher,"1102. Chocolate,candy,paste,confetti",13.8,0.0,4.1,55.2,40.6,34.7,5.0,25.0,92.2
Female,19 to 79 years,Education: higher,"1102. Chocolate,candy,paste,confetti",10.8,0.0,3.3,45.7,36.8,29.9,4.8,22.9,81.4
Total male and female,1 to 18 years,Education: lower,110200. Unclassified and other types,5.9,0.0,0.0,28.4,30.3,19.0,4.8,15.0,48.1
Male,1 to 18 years,Education: lower,110200. Unclassified and other types,6.5,0.0,0.0,34.5,29.7,21.2,4.8,15.0,59.0
Female,1 to 18 years,Education: lower,110200. Unclassified and other types,5.3,0.0,0.0,24.5,31.0,16.7,5.0,15.0,34.7
Total male and female,19 to 79 years,Education: lower,110200. Unclassified and other types,2.4,0.0,0.0,15.0,14.0,16.7,4.8,13.7,40.0
Male,19 to 79 years,Education: lower,110200. Unclassified and other types,3.1,0.0,0.0,19.3,15.9,18.5,5.0,15.0,40.0
Female,19 to 79 years,Education: lower,110200. Unclassified and other types,1.9,0.0,0.0,11.9,12.4,14.9,4.8,10.0,37.1
Total male and female,1 to 18 years,Education: intermediate,110200. Unclassified and other types,4.6,0.0,0.0,21.8,26.1,17.5,2.7,13.7,45.0
Male,1 to 18 years,Education: intermediate,110200. Unclassified and other types,5.5,0.0,0.0,24.4,28.8,18.9,3.6,13.9,48.6
Female,1 to 18 years,Education: intermediate,110200. Unclassified and other types,3.6,0.0,0.0,16.9,23.2,15.6,2.6,11.0,40.0
Total male and female,19 to 79 years,Education: intermediate,110200. Unclassified and other types,3.2,0.0,0.0,17.5,17.3,18.4,2.5,13.9,50.0
Male,19 to 79 years,Education: intermediate,110200. Unclassified and other types,3.8,0.0,0.0,20.0,18.2,20.8,4.0,15.0,52.9
Female,19 to 79 years,Education: intermediate,110200. Unclassified and other types,2.6,0.0,0.0,13.4,16.2,15.5,2.4,10.0,44.4
Total male and female,1 to 18 years,Education: higher,110200. Unclassified and other types,4.6,0.0,0.0,20.0,29.8,15.9,3.3,13.0,40.0
Male,1 to 18 years,Education: higher,110200. Unclassified and other types,4.8,0.0,0.0,22.2,29.5,17.0,3.3,13.9,40.0
Female,1 to 18 years,Education: higher,110200. Unclassified and other types,4.4,0.0,0.0,18.1,30.1,14.8,3.3,10.1,32.9
Total male and female,19 to 79 years,Education: higher,110200. Unclassified and other types,2.5,0.0,0.0,15.0,15.6,15.8,4.7,11.3,45.0
Male,19 to 79 years,Education: higher,110200. Unclassified and other types,2.7,0.0,0.0,15.0,15.9,17.0,4.7,14.4,45.0
Female,19 to 79 years,Education: higher,110200. Unclassified and other types,2.3,0.0,0.0,17.3,15.4,14.4,4.7,10.0,43.3
Total male and female,1 to 18 years,Education: lower,110201. Chocolate tablet,1.8,0.0,0.0,14.0,6.6,25.7,4.2,20.0,100.0
Male,1 to 18 years,Education: lower,110201. Chocolate tablet,1.5,0.0,0.0,13.5,4.6,30.2,8.0,27.0,100.0
Female,1 to 18 years,Education: lower,110201. Chocolate tablet,2.0,0.0,0.0,14.0,8.6,23.2,4.2,14.0,100.0
Total male and female,19 to 79 years,Education: lower,110201. Chocolate tablet,2.4,0.0,0.0,17.0,7.9,29.2,7.0,18.8,85.7
Male,19 to 79 years,Education: lower,110201. Chocolate tablet,2.3,0.0,0.0,17.5,7.6,29.5,7.0,20.0,75.0
Female,19 to 79 years,Education: lower,110201. Chocolate tablet,2.4,0.0,0.0,15.0,8.2,29.0,8.0,17.0,90.0
Total male and female,1 to 18 years,Education: intermediate,110201. Chocolate tablet,2.9,0.0,0.0,18.5,11.0,26.7,5.4,20.0,80.0
Male,1 to 18 years,Education: intermediate,110201. Chocolate tablet,2.9,0.0,0.0,21.5,9.8,30.7,6.0,20.0,80.0
Female,1 to 18 years,Education: intermediate,110201. Chocolate tablet,2.9,0.0,0.0,14.5,12.2,23.3,4.0,20.0,80.0
Total male and female,19 to 79 years,Education: intermediate,110201. Chocolate tablet,3.4,0.0,0.0,21.0,9.6,36.0,7.0,21.4,105.0
Male,19 to 79 years,Education: intermediate,110201. Chocolate tablet,3.9,0.0,0.0,22.0,9.3,41.8,7.0,25.0,105.0
Female,19 to 79 years,Education: intermediate,110201. Chocolate tablet,2.9,0.0,0.0,20.0,9.9,30.2,7.0,21.0,90.0
Total male and female,1 to 18 years,Education: higher,110201. Chocolate tablet,3.0,0.0,0.0,18.9,12.7,24.3,4.2,18.0,67.0
Male,1 to 18 years,Education: higher,110201. Chocolate tablet,3.1,0.0,0.0,21.0,11.6,27.1,4.0,20.0,80.0
Female,1 to 18 years,Education: higher,110201. Chocolate tablet,3.0,0.0,0.0,17.0,13.8,21.8,5.0,15.0,51.0
Total male and female,19 to 79 years,Education: higher,110201. Chocolate tablet,4.2,0.0,0.0,25.0,16.1,26.9,7.0,21.0,64.0
Male,19 to 79 years,Education: higher,110201. Chocolate tablet,3.8,0.0,0.0,24.0,15.8,24.8,7.0,21.0,54.0
Female,19 to 79 years,Education: higher,110201. Chocolate tablet,4.6,0.0,0.0,27.5,16.3,29.1,6.0,21.0,100.0
Total male and female,1 to 18 years,Education: lower,110202. Chocolate candy bars,2.4,0.0,0.0,21.5,6.9,35.9,8.0,32.0,100.0
Male,1 to 18 years,Education: lower,110202. Chocolate candy bars,2.9,0.0,0.0,22.5,8.8,34.0,8.0,20.0,100.0
Female,1 to 18 years,Education: lower,110202. Chocolate candy bars,1.9,0.0,0.0,18.0,4.9,39.3,8.0,36.0,100.0
Total male and female,19 to 79 years,Education: lower,110202. Chocolate candy bars,1.1,0.0,0.0,0.0,2.5,43.9,16.0,45.0,66.0
Male,19 to 79 years,Education: lower,110202. Chocolate candy bars,1.3,0.0,0.0,8.0,2.9,46.5,16.0,51.0,66.0
Female,19 to 79 years,Education: lower,110202. Chocolate candy bars,0.9,0.0,0.0,0.0,2.2,40.9,16.0,28.0,140.0
Total male and female,1 to 18 years,Education: intermediate,110202. Chocolate candy bars,1.7,0.0,0.0,14.5,5.7,30.4,16.0,22.5,57.0
Male,1 to 18 years,Education: intermediate,110202. Chocolate candy bars,1.5,0.0,0.0,14.0,5.1,29.7,16.0,22.0,57.0
Female,1 to 18 years,Education: intermediate,110202. Chocolate candy bars,1.9,0.0,0.0,17.5,6.3,30.9,16.0,22.5,57.0
Total male and female,19 to 79 years,Education: intermediate,110202. Chocolate candy bars,1.8,0.0,0.0,12.5,3.7,45.4,16.0,48.0,100.0
Male,19 to 79 years,Education: intermediate,110202. Chocolate candy bars,2.1,0.0,0.0,17.0,3.9,51.5,18.0,51.0,102.0
Female,19 to 79 years,Education: intermediate,110202. Chocolate candy bars,1.5,0.0,0.0,10.0,3.6,38.5,16.0,25.0,100.0
Total male and female,1 to 18 years,Education: higher,110202. Chocolate candy bars,1.5,0.0,0.0,11.0,4.7,32.6,10.0,27.0,66.0
Male,1 to 18 years,Education: higher,110202. Chocolate candy bars,1.6,0.0,0.0,11.0,5.0,32.6,16.0,28.0,58.0
Female,1 to 18 years,Education: higher,110202. Chocolate candy bars,1.5,0.0,0.0,11.0,4.5,32.6,8.0,27.0,87.0
Total male and female,19 to 79 years,Education: higher,110202. Chocolate candy bars,1.5,0.0,0.0,9.0,4.4,37.0,14.0,36.0,65.0
Male,19 to 79 years,Education: higher,110202. Chocolate candy bars,1.7,0.0,0.0,18.0,4.2,42.1,17.0,45.0,57.0
Female,19 to 79 years,Education: higher,110202. Chocolate candy bars,1.4,0.0,0.0,8.5,4.6,32.2,8.0,18.0,80.0
Total male and female,1 to 18 years,Education: lower,110203. Chocolate spread and choc.powder,5.8,0.0,0.0,36.2,17.1,33.0,6.3,23.1,72.5
Male,1 to 18 years,Education: lower,110203. Chocolate spread and choc.powder,6.2,0.0,0.0,36.2,18.5,32.8,6.0,23.1,91.3
Female,1 to 18 years,Education: lower,110203. Chocolate spread and choc.powder,5.4,0.0,0.0,36.2,15.7,33.2,6.6,26.4,72.5
Total male and female,19 to 79 years,Education: lower,110203. Chocolate spread and choc.powder,1.9,0.0,0.0,12.4,5.5,34.4,6.1,23.1,95.5
Male,19 to 79 years,Education: lower,110203. Chocolate spread and choc.powder,2.5,0.0,0.0,23.9,5.9,44.3,12.2,36.2,121.9
Female,19 to 79 years,Education: lower,110203. Chocolate spread and choc.powder,1.3,0.0,0.0,11.5,5.2,25.0,4.1,23.1,47.8
Total male and female,1 to 18 years,Education: intermediate,110203. Chocolate spread and choc.powder,7.4,0.0,0.0,36.2,20.7,35.9,6.6,23.1,91.4
