"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2010Q2","Poland","Total","From 15 to 64 years","Total","Percentage","65.3",""
"2010Q2","Poland","Males","From 15 to 64 years","Total","Percentage","71.9",""
"2010Q2","Poland","Females","From 15 to 64 years","Total","Percentage","58.6",""
"2010Q2","Portugal","Total","From 15 to 64 years","Total","Percentage","73.6",""
"2010Q2","Portugal","Males","From 15 to 64 years","Total","Percentage","77.7",""
"2010Q2","Portugal","Females","From 15 to 64 years","Total","Percentage","69.8",""
"2010Q2","Romania","Total","From 15 to 64 years","Total","Percentage","66.4",""
"2010Q2","Romania","Males","From 15 to 64 years","Total","Percentage","75.0",""
"2010Q2","Romania","Females","From 15 to 64 years","Total","Percentage","57.7",""
"2010Q2","Slovenia","Total","From 15 to 64 years","Total","Percentage","71.7",""
"2010Q2","Slovenia","Males","From 15 to 64 years","Total","Percentage","74.8",""
"2010Q2","Slovenia","Females","From 15 to 64 years","Total","Percentage","68.3",""
"2010Q2","Slovakia","Total","From 15 to 64 years","Total","Percentage","68.5",""
"2010Q2","Slovakia","Males","From 15 to 64 years","Total","Percentage","76.0",""
"2010Q2","Slovakia","Females","From 15 to 64 years","Total","Percentage","61.0",""
"2010Q2","Finland","Total","From 15 to 64 years","Total","Percentage","76.6",""
"2010Q2","Finland","Males","From 15 to 64 years","Total","Percentage","78.5",""
"2010Q2","Finland","Females","From 15 to 64 years","Total","Percentage","74.6",""
"2010Q2","Sweden","Total","From 15 to 64 years","Total","Percentage","80.1",""
"2010Q2","Sweden","Males","From 15 to 64 years","Total","Percentage","83.0",""
"2010Q2","Sweden","Females","From 15 to 64 years","Total","Percentage","77.2",""
"2010Q2","United Kingdom","Total","From 15 to 64 years","Total","Percentage","75.1",""
"2010Q2","United Kingdom","Males","From 15 to 64 years","Total","Percentage","81.3",""
"2010Q2","United Kingdom","Females","From 15 to 64 years","Total","Percentage","69.1",""
"2010Q2","Iceland","Total","From 15 to 64 years","Total","Percentage","86.8",""
"2010Q2","Iceland","Males","From 15 to 64 years","Total","Percentage","89.8",""
"2010Q2","Iceland","Females","From 15 to 64 years","Total","Percentage","83.6",""
"2010Q2","Norway","Total","From 15 to 64 years","Total","Percentage","78.8",""
"2010Q2","Norway","Males","From 15 to 64 years","Total","Percentage","81.4",""
"2010Q2","Norway","Females","From 15 to 64 years","Total","Percentage","76.0",""
"2010Q2","Switzerland","Total","From 15 to 64 years","Total","Percentage","81.1",""
"2010Q2","Switzerland","Males","From 15 to 64 years","Total","Percentage","87.2",""
"2010Q2","Switzerland","Females","From 15 to 64 years","Total","Percentage","74.9",""
"2010Q2","Montenegro","Total","From 15 to 64 years","Total","Percentage",":",""
"2010Q2","Montenegro","Males","From 15 to 64 years","Total","Percentage",":",""
"2010Q2","Montenegro","Females","From 15 to 64 years","Total","Percentage",":",""
"2010Q2","North Macedonia","Total","From 15 to 64 years","Total","Percentage","63.3",""
"2010Q2","North Macedonia","Males","From 15 to 64 years","Total","Percentage","77.1",""
"2010Q2","North Macedonia","Females","From 15 to 64 years","Total","Percentage","49.1",""
"2010Q2","Serbia","Total","From 15 to 64 years","Total","Percentage","59.2",""
"2010Q2","Serbia","Males","From 15 to 64 years","Total","Percentage","67.8",""
"2010Q2","Serbia","Females","From 15 to 64 years","Total","Percentage","50.9",""
"2010Q2","Turkey","Total","From 15 to 64 years","Total","Percentage","52.6",""
"2010Q2","Turkey","Males","From 15 to 64 years","Total","Percentage","75.1",""
"2010Q2","Turkey","Females","From 15 to 64 years","Total","Percentage","30.5",""
"2010Q3","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","70.5",""
"2010Q3","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","77.2",""
"2010Q3","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","63.8",""
"2010Q3","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","71.2",""
"2010Q3","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","77.8",""
"2010Q3","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","64.6",""
"2010Q3","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","72.4",""
"2010Q3","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","79.0",""
"2010Q3","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","65.8",""
"2010Q3","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","71.3",""
"2010Q3","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","78.1",""
"2010Q3","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","64.6",""
"2010Q3","Belgium","Total","From 15 to 64 years","Total","Percentage","67.9",""
"2010Q3","Belgium","Males","From 15 to 64 years","Total","Percentage","73.8",""
"2010Q3","Belgium","Females","From 15 to 64 years","Total","Percentage","61.9",""
"2010Q3","Bulgaria","Total","From 15 to 64 years","Total","Percentage","67.3",""
"2010Q3","Bulgaria","Males","From 15 to 64 years","Total","Percentage","71.9",""
"2010Q3","Bulgaria","Females","From 15 to 64 years","Total","Percentage","62.7",""
"2010Q3","Czechia","Total","From 15 to 64 years","Total","Percentage","70.5",""
"2010Q3","Czechia","Males","From 15 to 64 years","Total","Percentage","79.1",""
"2010Q3","Czechia","Females","From 15 to 64 years","Total","Percentage","61.7",""
"2010Q3","Denmark","Total","From 15 to 64 years","Total","Percentage","78.5",""
"2010Q3","Denmark","Males","From 15 to 64 years","Total","Percentage","81.2",""
"2010Q3","Denmark","Females","From 15 to 64 years","Total","Percentage","75.7",""
"2010Q3","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","76.8",""
"2010Q3","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","82.6",""
"2010Q3","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","70.9",""
"2010Q3","Estonia","Total","From 15 to 64 years","Total","Percentage","73.8",""
"2010Q3","Estonia","Males","From 15 to 64 years","Total","Percentage","76.9",""
"2010Q3","Estonia","Females","From 15 to 64 years","Total","Percentage","70.9",""
"2010Q3","Ireland","Total","From 15 to 64 years","Total","Percentage","72.1",""
"2010Q3","Ireland","Males","From 15 to 64 years","Total","Percentage","79.4",""
"2010Q3","Ireland","Females","From 15 to 64 years","Total","Percentage","64.9",""
"2010Q3","Greece","Total","From 15 to 64 years","Total","Percentage","67.9",""
"2010Q3","Greece","Males","From 15 to 64 years","Total","Percentage","78.3",""
"2010Q3","Greece","Females","From 15 to 64 years","Total","Percentage","57.7",""
"2010Q3","Spain","Total","From 15 to 64 years","Total","Percentage","73.7",""
"2010Q3","Spain","Males","From 15 to 64 years","Total","Percentage","80.9",""
"2010Q3","Spain","Females","From 15 to 64 years","Total","Percentage","66.3",""
"2010Q3","France","Total","From 15 to 64 years","Total","Percentage","70.4",""
"2010Q3","France","Males","From 15 to 64 years","Total","Percentage","74.9",""
"2010Q3","France","Females","From 15 to 64 years","Total","Percentage","66.0",""
"2010Q3","Croatia","Total","From 15 to 64 years","Total","Percentage","65.1",""
"2010Q3","Croatia","Males","From 15 to 64 years","Total","Percentage","70.8",""
"2010Q3","Croatia","Females","From 15 to 64 years","Total","Percentage","59.4",""
"2010Q3","Italy","Total","From 15 to 64 years","Total","Percentage","61.3",""
"2010Q3","Italy","Males","From 15 to 64 years","Total","Percentage","72.5",""
"2010Q3","Italy","Females","From 15 to 64 years","Total","Percentage","50.2",""
"2010Q3","Cyprus","Total","From 15 to 64 years","Total","Percentage","73.6",""
"2010Q3","Cyprus","Males","From 15 to 64 years","Total","Percentage","81.1",""
"2010Q3","Cyprus","Females","From 15 to 64 years","Total","Percentage","66.7",""
"2010Q3","Latvia","Total","From 15 to 64 years","Total","Percentage","73.6",""
"2010Q3","Latvia","Males","From 15 to 64 years","Total","Percentage","75.8",""
"2010Q3","Latvia","Females","From 15 to 64 years","Total","Percentage","71.6",""
"2010Q3","Lithuania","Total","From 15 to 64 years","Total","Percentage","71.0",""
"2010Q3","Lithuania","Males","From 15 to 64 years","Total","Percentage","72.4",""
"2010Q3","Lithuania","Females","From 15 to 64 years","Total","Percentage","69.6",""
"2010Q3","Luxembourg","Total","From 15 to 64 years","Total","Percentage","68.8",""
"2010Q3","Luxembourg","Males","From 15 to 64 years","Total","Percentage","76.8",""
"2010Q3","Luxembourg","Females","From 15 to 64 years","Total","Percentage","60.8",""
"2010Q3","Hungary","Total","From 15 to 64 years","Total","Percentage","62.3",""
"2010Q3","Hungary","Males","From 15 to 64 years","Total","Percentage","68.2",""
"2010Q3","Hungary","Females","From 15 to 64 years","Total","Percentage","56.7",""
"2010Q3","Malta","Total","From 15 to 64 years","Total","Percentage","60.9",""
"2010Q3","Malta","Males","From 15 to 64 years","Total","Percentage","78.0",""
"2010Q3","Malta","Females","From 15 to 64 years","Total","Percentage","43.4",""
"2010Q3","Netherlands","Total","From 15 to 64 years","Total","Percentage","78.0",""
"2010Q3","Netherlands","Males","From 15 to 64 years","Total","Percentage","83.5",""
"2010Q3","Netherlands","Females","From 15 to 64 years","Total","Percentage","72.4",""
"2010Q3","Austria","Total","From 15 to 64 years","Total","Percentage","75.4",""
"2010Q3","Austria","Males","From 15 to 64 years","Total","Percentage","81.3",""
"2010Q3","Austria","Females","From 15 to 64 years","Total","Percentage","69.6",""
"2010Q3","Poland","Total","From 15 to 64 years","Total","Percentage","65.8",""
"2010Q3","Poland","Males","From 15 to 64 years","Total","Percentage","72.6",""
"2010Q3","Poland","Females","From 15 to 64 years","Total","Percentage","59.0",""
"2010Q3","Portugal","Total","From 15 to 64 years","Total","Percentage","73.7",""
"2010Q3","Portugal","Males","From 15 to 64 years","Total","Percentage","77.8",""
"2010Q3","Portugal","Females","From 15 to 64 years","Total","Percentage","69.8",""
"2010Q3","Romania","Total","From 15 to 64 years","Total","Percentage","66.3",""
"2010Q3","Romania","Males","From 15 to 64 years","Total","Percentage","74.7",""
"2010Q3","Romania","Females","From 15 to 64 years","Total","Percentage","57.9",""
"2010Q3","Slovenia","Total","From 15 to 64 years","Total","Percentage","71.4",""
"2010Q3","Slovenia","Males","From 15 to 64 years","Total","Percentage","75.7",""
"2010Q3","Slovenia","Females","From 15 to 64 years","Total","Percentage","66.8",""
"2010Q3","Slovakia","Total","From 15 to 64 years","Total","Percentage","68.9",""
"2010Q3","Slovakia","Males","From 15 to 64 years","Total","Percentage","76.2",""
"2010Q3","Slovakia","Females","From 15 to 64 years","Total","Percentage","61.6",""
"2010Q3","Finland","Total","From 15 to 64 years","Total","Percentage","74.8",""
"2010Q3","Finland","Males","From 15 to 64 years","Total","Percentage","77.0",""
"2010Q3","Finland","Females","From 15 to 64 years","Total","Percentage","72.5",""
"2010Q3","Sweden","Total","From 15 to 64 years","Total","Percentage","80.1",""
"2010Q3","Sweden","Males","From 15 to 64 years","Total","Percentage","82.9",""
"2010Q3","Sweden","Females","From 15 to 64 years","Total","Percentage","77.2",""
"2010Q3","United Kingdom","Total","From 15 to 64 years","Total","Percentage","76.0",""
"2010Q3","United Kingdom","Males","From 15 to 64 years","Total","Percentage","82.2",""
"2010Q3","United Kingdom","Females","From 15 to 64 years","Total","Percentage","69.8",""
"2010Q3","Iceland","Total","From 15 to 64 years","Total","Percentage","84.9",""
"2010Q3","Iceland","Males","From 15 to 64 years","Total","Percentage","86.9",""
"2010Q3","Iceland","Females","From 15 to 64 years","Total","Percentage","82.8",""
"2010Q3","Norway","Total","From 15 to 64 years","Total","Percentage","78.1",""
"2010Q3","Norway","Males","From 15 to 64 years","Total","Percentage","80.6",""
"2010Q3","Norway","Females","From 15 to 64 years","Total","Percentage","75.6",""
"2010Q3","Switzerland","Total","From 15 to 64 years","Total","Percentage","81.7",""
"2010Q3","Switzerland","Males","From 15 to 64 years","Total","Percentage","87.8",""
"2010Q3","Switzerland","Females","From 15 to 64 years","Total","Percentage","75.6",""
"2010Q3","Montenegro","Total","From 15 to 64 years","Total","Percentage",":",""
"2010Q3","Montenegro","Males","From 15 to 64 years","Total","Percentage",":",""
"2010Q3","Montenegro","Females","From 15 to 64 years","Total","Percentage",":",""
"2010Q3","North Macedonia","Total","From 15 to 64 years","Total","Percentage","65.0",""
"2010Q3","North Macedonia","Males","From 15 to 64 years","Total","Percentage","78.3",""
"2010Q3","North Macedonia","Females","From 15 to 64 years","Total","Percentage","51.3",""
"2010Q3","Serbia","Total","From 15 to 64 years","Total","Percentage",":",""
"2010Q3","Serbia","Males","From 15 to 64 years","Total","Percentage",":",""
"2010Q3","Serbia","Females","From 15 to 64 years","Total","Percentage",":",""
"2010Q3","Turkey","Total","From 15 to 64 years","Total","Percentage","52.9",""
"2010Q3","Turkey","Males","From 15 to 64 years","Total","Percentage","75.6",""
"2010Q3","Turkey","Females","From 15 to 64 years","Total","Percentage","30.6",""
"2010Q4","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage","70.3",""
"2010Q4","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage","76.9",""
"2010Q4","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage","63.8",""
"2010Q4","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage","71.0",""
"2010Q4","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage","77.5",""
"2010Q4","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage","64.5",""
"2010Q4","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage","72.3",""
"2010Q4","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage","78.8",""
"2010Q4","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage","65.9",""
"2010Q4","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage","71.4",""
"2010Q4","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage","78.0",""
"2010Q4","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage","64.9",""
"2010Q4","Belgium","Total","From 15 to 64 years","Total","Percentage","68.1",""
"2010Q4","Belgium","Males","From 15 to 64 years","Total","Percentage","73.7",""
"2010Q4","Belgium","Females","From 15 to 64 years","Total","Percentage","62.5",""
"2010Q4","Bulgaria","Total","From 15 to 64 years","Total","Percentage","66.8",""
"2010Q4","Bulgaria","Males","From 15 to 64 years","Total","Percentage","70.7",""
"2010Q4","Bulgaria","Females","From 15 to 64 years","Total","Percentage","62.8",""
"2010Q4","Czechia","Total","From 15 to 64 years","Total","Percentage","70.4",""
"2010Q4","Czechia","Males","From 15 to 64 years","Total","Percentage","78.7",""
