TIME,GEO,Meat,,,Value,
2015,Finland,Pigmeat,Slaughterings,Thousand tonnes,191.93,
2015,Finland,Pigmeat,Slaughterings,Thousand heads (animals),2 079.79,
2015,Finland,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.2,
2015,Finland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),59.26,
,,,,,,
,,,,,,
2015,Finland,Poultry meat,Slaughterings,Thousand tonnes,117.31,
2015,Finland,Poultry meat,Slaughterings,Thousand heads (animals),66 393.56,
2015,Finland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Finland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Sweden,Bovine meat,Slaughterings,Thousand tonnes,143.98,
2015,Sweden,Bovine meat,Slaughterings,Thousand heads (animals),466.72,
2015,Sweden,Pigmeat,Slaughterings,Thousand tonnes,233.5,
2015,Sweden,Pigmeat,Slaughterings,Thousand heads (animals),2 560.45,
2015,Sweden,Meat of sheep and goats,Slaughterings,Thousand tonnes,5.13,
2015,Sweden,Meat of sheep and goats,Slaughterings,Thousand heads (animals),257.18,
,,,,,,
,,,,,,
2015,Sweden,Poultry meat,Slaughterings,Thousand tonnes,145.78,
2015,Sweden,Poultry meat,Slaughterings,Thousand heads (animals),98 476.47,
2015,Sweden,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Sweden,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,United Kingdom,Bovine meat,Slaughterings,Thousand tonnes,883.21,
2015,United Kingdom,Bovine meat,Slaughterings,Thousand heads (animals),2 639.56,
2015,United Kingdom,Pigmeat,Slaughterings,Thousand tonnes,898.33,
2015,United Kingdom,Pigmeat,Slaughterings,Thousand heads (animals),10 847.95,
2015,United Kingdom,Meat of sheep and goats,Slaughterings,Thousand tonnes,300.52,
2015,United Kingdom,Meat of sheep and goats,Slaughterings,Thousand heads (animals),14 736.44,
,,,,,,
,,,,,,
2015,United Kingdom,Poultry meat,Slaughterings,Thousand tonnes,1 688.84,
2015,United Kingdom,Poultry meat,Slaughterings,Thousand heads (animals),1 004 311.14,
2015,United Kingdom,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,United Kingdom,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Iceland,Bovine meat,Slaughterings,Thousand tonnes,3.5,
2015,Iceland,Bovine meat,Slaughterings,Thousand heads (animals),18.9,
2015,Iceland,Pigmeat,Slaughterings,Thousand tonnes,6.8,
2015,Iceland,Pigmeat,Slaughterings,Thousand heads (animals),80.3,
2015,Iceland,Meat of sheep and goats,Slaughterings,Thousand tonnes,10.1,
2015,Iceland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),599.7,
,,,,,,
,,,,,,
2015,Iceland,Poultry meat,Slaughterings,Thousand tonnes,8.4,
2015,Iceland,Poultry meat,Slaughterings,Thousand heads (animals),5 072.10,
2015,Iceland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Iceland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Switzerland,Bovine meat,Slaughterings,Thousand tonnes,141.76,
2015,Switzerland,Bovine meat,Slaughterings,Thousand heads (animals),629.58,
2015,Switzerland,Pigmeat,Slaughterings,Thousand tonnes,240.06,
2015,Switzerland,Pigmeat,Slaughterings,Thousand heads (animals),2 734.24,
2015,Switzerland,Meat of sheep and goats,Slaughterings,Thousand tonnes,5.09,
2015,Switzerland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),249.11,
,,,,,,
,,,,,,
2015,Switzerland,Poultry meat,Slaughterings,Thousand tonnes,85,
2015,Switzerland,Poultry meat,Slaughterings,Thousand heads (animals),65 278.25,
2015,Switzerland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Switzerland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Montenegro,Bovine meat,Slaughterings,Thousand tonnes,4.12,
2015,Montenegro,Bovine meat,Slaughterings,Thousand heads (animals),22.63,
2015,Montenegro,Pigmeat,Slaughterings,Thousand tonnes,0.37,
2015,Montenegro,Pigmeat,Slaughterings,Thousand heads (animals),8.48,
2015,Montenegro,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.86,
2015,Montenegro,Meat of sheep and goats,Slaughterings,Thousand heads (animals),37.47,
,,,,,,
,,,,,,
2015,Montenegro,Poultry meat,Slaughterings,Thousand tonnes,0.63,
2015,Montenegro,Poultry meat,Slaughterings,Thousand heads (animals),401.85,
2015,Montenegro,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Montenegro,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Albania,Bovine meat,Slaughterings,Thousand tonnes,8.7,
2015,Albania,Bovine meat,Slaughterings,Thousand heads (animals),71.2,
2015,Albania,Pigmeat,Slaughterings,Thousand tonnes,8.26,
2015,Albania,Pigmeat,Slaughterings,Thousand heads (animals),119.17,
2015,Albania,Meat of sheep and goats,Slaughterings,Thousand tonnes,3.26,
2015,Albania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),222.18,
,,,,,,
,,,,,,
2015,Albania,Poultry meat,Slaughterings,Thousand tonnes,4.77,
2015,Albania,Poultry meat,Slaughterings,Thousand heads (animals),3 196.10,
2015,Albania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Albania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Serbia,Bovine meat,Slaughterings,Thousand tonnes,40.02,
2015,Serbia,Bovine meat,Slaughterings,Thousand heads (animals),161.79,
2015,Serbia,Pigmeat,Slaughterings,Thousand tonnes,167.24,
2015,Serbia,Pigmeat,Slaughterings,Thousand heads (animals),2 217.76,
2015,Serbia,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.29,
2015,Serbia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),70.52,
,,,,,,
,,,,,,
2015,Serbia,Poultry meat,Slaughterings,Thousand tonnes,58.58,
2015,Serbia,Poultry meat,Slaughterings,Thousand heads (animals),39 339.04,
2015,Serbia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Serbia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Turkey,Bovine meat,Slaughterings,Thousand tonnes,97.76,
2015,Turkey,Bovine meat,Slaughterings,Thousand heads (animals),453.27,
2015,Turkey,Pigmeat,Slaughterings,Thousand tonnes,0.03,
2015,Turkey,Pigmeat,Slaughterings,Thousand heads (animals),0.62,
2015,Turkey,Meat of sheep and goats,Slaughterings,Thousand tonnes,62.27,
2015,Turkey,Meat of sheep and goats,Slaughterings,Thousand heads (animals),3 142.82,
,,,,,,
,,,,,,
2015,Turkey,Poultry meat,Slaughterings,Thousand tonnes,1 962.10,
2015,Turkey,Poultry meat,Slaughterings,Thousand heads (animals),1 124 843.36,
2015,Turkey,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Turkey,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Bosnia and Herzegovina,Bovine meat,Slaughterings,Thousand tonnes,22.85,
2015,Bosnia and Herzegovina,Bovine meat,Slaughterings,Thousand heads (animals),96.96,
2015,Bosnia and Herzegovina,Pigmeat,Slaughterings,Thousand tonnes,8.53,
2015,Bosnia and Herzegovina,Pigmeat,Slaughterings,Thousand heads (animals),122.24,
2015,Bosnia and Herzegovina,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.37,
2015,Bosnia and Herzegovina,Meat of sheep and goats,Slaughterings,Thousand heads (animals),89.02,
,,,,,,
,,,,,,
2015,Bosnia and Herzegovina,Poultry meat,Slaughterings,Thousand tonnes,48.7,
2015,Bosnia and Herzegovina,Poultry meat,Slaughterings,Thousand heads (animals),32 112.90,
2015,Bosnia and Herzegovina,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Bosnia and Herzegovina,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Slaughterings,Thousand tonnes,11.26,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Slaughterings,Thousand heads (animals),66.05,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Pigmeat,Slaughterings,Thousand tonnes,:,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Pigmeat,Slaughterings,Thousand heads (animals),:,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Poultry meat,Slaughterings,Thousand tonnes,:,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Poultry meat,Slaughterings,Thousand heads (animals),:,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2015,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,European Union - 27 countries (from 2020),Bovine meat,Slaughterings,Thousand tonnes,6 888.36,
2016,European Union - 27 countries (from 2020),Bovine meat,Slaughterings,Thousand heads (animals),23 785.91,p
2016,European Union - 27 countries (from 2020),Pigmeat,Slaughterings,Thousand tonnes,22 643.36,
2016,European Union - 27 countries (from 2020),Pigmeat,Slaughterings,Thousand heads (animals),247 473.38,
2016,European Union - 27 countries (from 2020),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2016,European Union - 27 countries (from 2020),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2016,European Union - 27 countries (from 2020),Poultry meat,Slaughterings,Thousand tonnes,:,c
2016,European Union - 27 countries (from 2020),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2016,European Union - 27 countries (from 2020),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,European Union - 27 countries (from 2020),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,European Union - 28 countries (2013-2020),Bovine meat,Slaughterings,Thousand tonnes,7 800.02,p
2016,European Union - 28 countries (2013-2020),Bovine meat,Slaughterings,Thousand heads (animals),26 565.79,p
2016,European Union - 28 countries (2013-2020),Pigmeat,Slaughterings,Thousand tonnes,23 562.57,p
2016,European Union - 28 countries (2013-2020),Pigmeat,Slaughterings,Thousand heads (animals),258 463.21,p
2016,European Union - 28 countries (2013-2020),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2016,European Union - 28 countries (2013-2020),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2016,European Union - 28 countries (2013-2020),Poultry meat,Slaughterings,Thousand tonnes,:,c
2016,European Union - 28 countries (2013-2020),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2016,European Union - 28 countries (2013-2020),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,European Union - 28 countries (2013-2020),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,European Union - 27 countries (2007-2013),Bovine meat,Slaughterings,Thousand tonnes,7 755.59,p
2016,European Union - 27 countries (2007-2013),Bovine meat,Slaughterings,Thousand heads (animals),26 375.59,p
2016,European Union - 27 countries (2007-2013),Pigmeat,Slaughterings,Thousand tonnes,23 482.67,p
2016,European Union - 27 countries (2007-2013),Pigmeat,Slaughterings,Thousand heads (animals),257 336.11,p
2016,European Union - 27 countries (2007-2013),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2016,European Union - 27 countries (2007-2013),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2016,European Union - 27 countries (2007-2013),Poultry meat,Slaughterings,Thousand tonnes,:,c
2016,European Union - 27 countries (2007-2013),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2016,European Union - 27 countries (2007-2013),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,European Union - 27 countries (2007-2013),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,European Union - 25 countries (2004-2006),Bovine meat,Slaughterings,Thousand tonnes,7 691.40,p
2016,European Union - 25 countries (2004-2006),Bovine meat,Slaughterings,Thousand heads (animals),26 074.93,p
2016,European Union - 25 countries (2004-2006),Pigmeat,Slaughterings,Thousand tonnes,23 079.99,p
2016,European Union - 25 countries (2004-2006),Pigmeat,Slaughterings,Thousand heads (animals),252 306.83,p
2016,European Union - 25 countries (2004-2006),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2016,European Union - 25 countries (2004-2006),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2016,European Union - 25 countries (2004-2006),Poultry meat,Slaughterings,Thousand tonnes,:,c
2016,European Union - 25 countries (2004-2006),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2016,European Union - 25 countries (2004-2006),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,European Union - 25 countries (2004-2006),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,European Union - 15 countries (1995-2004),Bovine meat,Slaughterings,Thousand tonnes,6 968.40,p
2016,European Union - 15 countries (1995-2004),Bovine meat,Slaughterings,Thousand heads (animals),23 484.65,p
2016,European Union - 15 countries (1995-2004),Pigmeat,Slaughterings,Thousand tonnes,20 210.73,p
2016,European Union - 15 countries (1995-2004),Pigmeat,Slaughterings,Thousand heads (animals),220 330.66,p
2016,European Union - 15 countries (1995-2004),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2016,European Union - 15 countries (1995-2004),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2016,European Union - 15 countries (1995-2004),Poultry meat,Slaughterings,Thousand tonnes,:,c
2016,European Union - 15 countries (1995-2004),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2016,European Union - 15 countries (1995-2004),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,European Union - 15 countries (1995-2004),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,Belgium,Bovine meat,Slaughterings,Thousand tonnes,278.36,
2016,Belgium,Bovine meat,Slaughterings,Thousand heads (animals),911.37,
2016,Belgium,Pigmeat,Slaughterings,Thousand tonnes,1 060.54,
2016,Belgium,Pigmeat,Slaughterings,Thousand heads (animals),11 181.33,
2016,Belgium,Meat of sheep and goats,Slaughterings,Thousand tonnes,3.02,
2016,Belgium,Meat of sheep and goats,Slaughterings,Thousand heads (animals),153.91,
,,,,,,
,,,,,,
2016,Belgium,Poultry meat,Slaughterings,Thousand tonnes,461.25,
2016,Belgium,Poultry meat,Slaughterings,Thousand heads (animals),306 649.79,
2016,Belgium,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,Belgium,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,Bulgaria,Bovine meat,Slaughterings,Thousand tonnes,6.66,
2016,Bulgaria,Bovine meat,Slaughterings,Thousand heads (animals),0,n
2016,Bulgaria,Pigmeat,Slaughterings,Thousand tonnes,65.65,
2016,Bulgaria,Pigmeat,Slaughterings,Thousand heads (animals),995.76,
2016,Bulgaria,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2016,Bulgaria,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2016,Bulgaria,Poultry meat,Slaughterings,Thousand tonnes,106.47,
2016,Bulgaria,Poultry meat,Slaughterings,Thousand heads (animals),0,n
2016,Bulgaria,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,Bulgaria,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,Czechia,Bovine meat,Slaughterings,Thousand tonnes,71.93,
2016,Czechia,Bovine meat,Slaughterings,Thousand heads (animals),241.79,
2016,Czechia,Pigmeat,Slaughterings,Thousand tonnes,220.33,
2016,Czechia,Pigmeat,Slaughterings,Thousand heads (animals),2 427.52,
2016,Czechia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0,n
2016,Czechia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),0,n
,,,,,,
,,,,,,
2016,Czechia,Poultry meat,Slaughterings,Thousand tonnes,156.5,
2016,Czechia,Poultry meat,Slaughterings,Thousand heads (animals),115 860.94,e
2016,Czechia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,Czechia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,Denmark,Bovine meat,Slaughterings,Thousand tonnes,129.4,
2016,Denmark,Bovine meat,Slaughterings,Thousand heads (animals),495.8,
2016,Denmark,Pigmeat,Slaughterings,Thousand tonnes,1 566.60,
2016,Denmark,Pigmeat,Slaughterings,Thousand heads (animals),18 228.40,
2016,Denmark,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.6,
2016,Denmark,Meat of sheep and goats,Slaughterings,Thousand heads (animals),77.7,
,,,,,,
,,,,,,
2016,Denmark,Poultry meat,Slaughterings,Thousand tonnes,144.3,
2016,Denmark,Poultry meat,Slaughterings,Thousand heads (animals),101 777.20,
2016,Denmark,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,Denmark,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,1 148.00,
2016,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),3 607.00,
2016,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,5 579.00,
2016,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),59 391.00,
2016,Germany (until 1990 former territory of the FRG),Meat of sheep and goats,Slaughterings,Thousand tonnes,22,
2016,Germany (until 1990 former territory of the FRG),Meat of sheep and goats,Slaughterings,Thousand heads (animals),1 077.00,
,,,,,,
,,,,,,
2016,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,1 525.00,
2016,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),688 722.00,
2016,Germany (until 1990 former territory of the FRG),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,Germany (until 1990 former territory of the FRG),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,Estonia,Bovine meat,Slaughterings,Thousand tonnes,9.43,
2016,Estonia,Bovine meat,Slaughterings,Thousand heads (animals),37.62,
2016,Estonia,Pigmeat,Slaughterings,Thousand tonnes,42.82,
2016,Estonia,Pigmeat,Slaughterings,Thousand heads (animals),525.01,
2016,Estonia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.1,
2016,Estonia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),5.54,
,,,,,,
,,,,,,
2016,Estonia,Poultry meat,Slaughterings,Thousand tonnes,:,c
2016,Estonia,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2016,Estonia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2016,Estonia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2016,Ireland,Bovine meat,Slaughterings,Thousand tonnes,588.36,
2016,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),1 744.19,
2016,Ireland,Pigmeat,Slaughterings,Thousand tonnes,282.7,
2016,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),3 316.57,
2016,Ireland,Meat of sheep and goats,Slaughterings,Thousand tonnes,60.95,
2016,Ireland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),2 892.17,
,,,,,,
,,,,,,
2016,Ireland,Poultry meat,Slaughterings,Thousand tonnes,145.51,
